dato,skole,elevdag,laererdag,sfodag,kommentar
2016-10-05,Ranheim skole,ja,ja,ja,
2016-10-06,Ranheim skole,ja,ja,ja,
2016-10-07,Ranheim skole,ja,ja,ja,
2016-10-08,Ranheim skole,nei,nei,nei,Lørdag
2016-10-09,Ranheim skole,nei,nei,nei,Søndag 
2016-10-10,Ranheim skole,nei,nei,nei,Høstferie
2016-10-11,Ranheim skole,nei,nei,nei,Høstferie
2016-10-12,Ranheim skole,nei,nei,nei,Høstferie
2016-10-13,Ranheim skole,nei,nei,nei,Høstferie
2016-10-14,Ranheim skole,nei,nei,nei,Høstferie
2016-10-15,Ranheim skole,nei,nei,nei,Lørdag
2016-10-16,Ranheim skole,nei,nei,nei,Søndag 
2016-10-17,Ranheim skole,Ja,Ja,Ja,
2016-10-18,Ranheim skole,Ja,Ja,Ja,
2016-10-19,Ranheim skole,Ja,Ja,Ja,
2016-10-20,Ranheim skole,Ja,Ja,Ja,
2016-10-21,Ranheim skole,Ja,Ja,Ja,
2016-10-22,Ranheim skole,nei,nei,nei,Lørdag
2016-10-23,Ranheim skole,nei,nei,nei,Søndag 
2016-10-24,Ranheim skole,Ja,Ja,Ja,
2016-10-25,Ranheim skole,Ja,Ja,Ja,
2016-10-26,Ranheim skole,Ja,Ja,Ja,
2016-10-27,Ranheim skole,Ja,Ja,Ja,
2016-10-28,Ranheim skole,Ja,Ja,Ja,
2016-10-29,Ranheim skole,nei,nei,nei,Lørdag
2016-10-30,Ranheim skole,nei,nei,nei,Søndag 
2016-10-31,Ranheim skole,ja,ja,ja,
2016-11-01,Ranheim skole,ja,ja,ja,
2016-11-02,Ranheim skole,ja,ja,ja,
2016-11-03,Ranheim skole,ja,ja,ja,
2016-11-04,Ranheim skole,ja,ja,ja,
2016-11-05,Ranheim skole,nei,nei,nei,Lørdag
2016-11-06,Ranheim skole,nei,nei,nei,Søndag 
2016-11-07,Ranheim skole,ja,ja,ja,
2016-11-08,Ranheim skole,ja,ja,ja,
2016-11-09,Ranheim skole,ja,ja,ja,
2016-11-10,Ranheim skole,ja,ja,ja,
2016-11-11,Ranheim skole,ja,ja,ja,
2016-11-12,Ranheim skole,nei,nei,nei,Lørdag
2016-11-13,Ranheim skole,nei,nei,nei,Søndag 
2016-11-14,Ranheim skole,ja,ja,ja,
2016-11-15,Ranheim skole,ja,ja,ja,
2016-11-16,Ranheim skole,ja,ja,ja,
2016-11-17,Ranheim skole,ja,ja,ja,
2016-11-18,Ranheim skole,ja,ja,ja,
2016-11-19,Ranheim skole,nei,nei,nei,Lørdag
2016-11-20,Ranheim skole,nei,nei,nei,Søndag 
2016-11-21,Ranheim skole,ja,ja,ja,
2016-11-22,Ranheim skole,ja,ja,ja,
2016-11-23,Ranheim skole,ja,ja,ja,
2016-11-24,Ranheim skole,ja,ja,ja,
2016-11-25,Ranheim skole,ja,ja,ja,
2016-11-26,Ranheim skole,nei,nei,nei,Lørdag
2016-11-27,Ranheim skole,nei,nei,nei,Søndag 
2016-11-28,Ranheim skole,ja,ja,ja,
2016-11-29,Ranheim skole,ja,ja,ja,
2016-11-30,Ranheim skole,ja,ja,ja,
2016-12-01,Ranheim skole,ja,ja,ja,
2016-12-02,Ranheim skole,ja,ja,ja,
2016-12-03,Ranheim skole,nei,nei,nei,Lørdag
2016-12-04,Ranheim skole,nei,nei,nei,Søndag 
2016-12-05,Ranheim skole,ja,ja,ja,
2016-12-06,Ranheim skole,ja,ja,ja,
2016-12-07,Ranheim skole,ja,ja,ja,
2016-12-08,Ranheim skole,ja,ja,ja,
2016-12-09,Ranheim skole,ja,ja,ja,
2016-12-10,Ranheim skole,nei,nei,nei,Lørdag
2016-12-11,Ranheim skole,nei,nei,nei,Søndag 
2016-12-12,Ranheim skole,ja,ja,ja,
2016-12-13,Ranheim skole,ja,ja,ja,
2016-12-14,Ranheim skole,ja,ja,ja,
2016-12-15,Ranheim skole,ja,ja,ja,
2016-12-16,Ranheim skole,ja,ja,ja,
2016-12-17,Ranheim skole,nei,nei,nei,Lørdag
2016-12-18,Ranheim skole,nei,nei,nei,Søndag 
2016-12-19,Ranheim skole,ja,ja,ja,
2016-12-20,Ranheim skole,ja,ja,ja,
2016-12-21,Ranheim skole,ja,ja,ja,Siste skoledag
2016-12-22,Ranheim skole,nei,nei,nei,Juleferie
2016-12-23,Ranheim skole,nei,nei,nei,Juleferie
2016-12-24,Ranheim skole,nei,nei,nei,Lørdag
2016-12-25,Ranheim skole,nei,nei,nei,Søndag 
2016-12-26,Ranheim skole,nei,nei,nei,Juleferie
2016-12-27,Ranheim skole,nei,nei,nei,Juleferie
2016-12-28,Ranheim skole,nei,nei,nei,Juleferie
2016-12-29,Ranheim skole,nei,nei,nei,Juleferie
2016-12-30,Ranheim skole,nei,nei,nei,Juleferie
2016-12-31,Ranheim skole,nei,nei,nei,Lørdag
2017-01-01,Ranheim skole,nei,nei,nei,Søndag/Nyttår
2017-01-02,Ranheim skole,ja,ja,ja,Først skoledag
2017-01-03,Ranheim skole,ja,ja,ja,
2017-01-04,Ranheim skole,ja,ja,ja,
2017-01-05,Ranheim skole,ja,ja,ja,
2017-01-06,Ranheim skole,ja,ja,ja,
2017-01-07,Ranheim skole,nei,nei,nei,Lørdag
2017-01-08,Ranheim skole,nei,nei,nei,Søndag 
2017-01-09,Ranheim skole,ja,ja,ja,
2017-01-10,Ranheim skole,ja,ja,ja,
2017-01-11,Ranheim skole,ja,ja,ja,
2017-01-12,Ranheim skole,ja,ja,ja,
2017-01-13,Ranheim skole,ja,ja,ja,
2017-01-14,Ranheim skole,nei,nei,nei,Lørdag
2017-01-15,Ranheim skole,nei,nei,nei,Søndag 
2017-01-16,Ranheim skole,ja,ja,ja,
2017-01-17,Ranheim skole,ja,ja,ja,
2017-01-18,Ranheim skole,ja,ja,ja,
2017-01-19,Ranheim skole,ja,ja,ja,
2017-01-20,Ranheim skole,ja,ja,ja,
2017-01-21,Ranheim skole,nei,nei,nei,Lørdag
2017-01-22,Ranheim skole,nei,nei,nei,Søndag 
2017-01-23,Ranheim skole,ja,ja,ja,
2017-01-24,Ranheim skole,ja,ja,ja,
2017-01-25,Ranheim skole,ja,ja,ja,
2017-01-26,Ranheim skole,ja,ja,ja,
2017-01-27,Ranheim skole,ja,ja,ja,Skole fri/ Barnehage fri
2017-01-28,Ranheim skole,nei,nei,nei,Lørdag
2017-01-29,Ranheim skole,nei,nei,nei,Søndag 
2017-01-30,Ranheim skole,ja,ja,ja,
2017-01-31,Ranheim skole,ja,ja,ja,
2017-02-01,Ranheim skole,ja,ja,ja,
2017-02-02,Ranheim skole,ja,ja,ja,
2017-02-03,Ranheim skole,ja,ja,ja,
2017-02-04,Ranheim skole,nei,nei,nei,Lørdag
2017-02-05,Ranheim skole,nei,nei,nei,Søndag 
2017-02-06,Ranheim skole,ja,ja,ja,
2017-02-07,Ranheim skole,ja,ja,ja,
2017-02-08,Ranheim skole,ja,ja,ja,
2017-02-09,Ranheim skole,ja,ja,ja,
2017-02-10,Ranheim skole,ja,ja,ja,
2017-02-11,Ranheim skole,nei,nei,nei,Lørdag
2017-02-12,Ranheim skole,nei,nei,nei,Søndag 
2017-02-13,Ranheim skole,ja,ja,ja,
2017-02-14,Ranheim skole,ja,ja,ja,
2017-02-15,Ranheim skole,ja,ja,ja,
2017-02-16,Ranheim skole,ja,ja,ja,
2017-02-17,Ranheim skole,ja,ja,ja,
2017-02-18,Ranheim skole,nei,nei,nei,Lørdag
2017-02-19,Ranheim skole,nei,nei,nei,Søndag 
2017-02-20,Ranheim skole,nei,nei,nei,Vinterferie
2017-02-21,Ranheim skole,nei,nei,nei,Vinterferie
2017-02-22,Ranheim skole,nei,nei,nei,Vinterferie
2017-02-23,Ranheim skole,nei,nei,nei,Vinterferie
2017-02-24,Ranheim skole,nei,nei,nei,Vinterferie
2017-02-25,Ranheim skole,nei,nei,nei,Lørdag
2017-02-26,Ranheim skole,nei,nei,nei,Søndag 
2017-02-27,Ranheim skole,ja,ja,ja,
2017-02-28,Ranheim skole,ja,ja,ja,
2017-03-01,Ranheim skole,ja,ja,ja,
2017-03-02,Ranheim skole,ja,ja,ja,
2017-03-03,Ranheim skole,ja,ja,ja,
2017-03-04,Ranheim skole,nei,nei,nei,Lørdag
2017-03-05,Ranheim skole,nei,nei,nei,Søndag 
2017-03-06,Ranheim skole,ja,ja,ja,
2017-03-07,Ranheim skole,ja,ja,ja,
2017-03-08,Ranheim skole,ja,ja,ja,
2017-03-09,Ranheim skole,ja,ja,ja,
2017-03-10,Ranheim skole,ja,ja,ja,
2017-03-11,Ranheim skole,nei,nei,nei,Lørdag
2017-03-12,Ranheim skole,nei,nei,nei,Søndag 
2017-03-13,Ranheim skole,ja,ja,ja,
2017-03-14,Ranheim skole,ja,ja,ja,
2017-03-15,Ranheim skole,ja,ja,ja,
2017-03-16,Ranheim skole,ja,ja,ja,
2017-03-17,Ranheim skole,ja,ja,ja,
2017-03-18,Ranheim skole,nei,nei,nei,Lørdag
2017-03-19,Ranheim skole,nei,nei,nei,Søndag 
2017-03-20,Ranheim skole,ja,ja,ja,
2017-03-21,Ranheim skole,ja,ja,ja,
2017-03-22,Ranheim skole,ja,ja,ja,
2017-03-23,Ranheim skole,ja,ja,ja,
2017-03-24,Ranheim skole,ja,ja,ja,
2017-03-25,Ranheim skole,nei,nei,nei,Lørdag
2017-03-26,Ranheim skole,nei,nei,nei,Søndag 
2017-03-27,Ranheim skole,ja,ja,ja,
2017-03-28,Ranheim skole,ja,ja,ja,
2017-03-29,Ranheim skole,ja,ja,ja,
2017-03-30,Ranheim skole,ja,ja,ja,
2017-03-31,Ranheim skole,ja,ja,ja,
2017-04-01,Ranheim skole,nei,nei,nei,Lørdag
2017-04-02,Ranheim skole,nei,nei,nei,Søndag 
2017-04-03,Ranheim skole,ja,ja,ja,
2017-04-04,Ranheim skole,ja,ja,ja,
2017-04-05,Ranheim skole,ja,ja,ja,
2017-04-06,Ranheim skole,ja,ja,ja,
2017-04-07,Ranheim skole,ja,ja,ja,
2017-04-08,Ranheim skole,nei,nei,nei,Lørdag
2017-04-09,Ranheim skole,nei,nei,nei,Søndag 
2017-04-10,Ranheim skole,nei,nei,nei,Påskeferie
2017-04-11,Ranheim skole,nei,nei,nei,Påskeferie
2017-04-12,Ranheim skole,nei,nei,nei,Påskeferie
2017-04-13,Ranheim skole,nei,nei,nei,Påskeferie
2017-04-14,Ranheim skole,nei,nei,nei,Påskeferie
2017-04-15,Ranheim skole,nei,nei,nei,Lørdag
2017-04-16,Ranheim skole,nei,nei,nei,Søndag 
2017-04-17,Ranheim skole,nei,nei,nei,2. Påskedag
2017-04-18,Ranheim skole,ja,ja,ja,
2017-04-19,Ranheim skole,ja,ja,ja,
2017-04-20,Ranheim skole,ja,ja,ja,
2017-04-21,Ranheim skole,ja,ja,ja,
2017-04-22,Ranheim skole,nei,nei,nei,Lørdag
2017-04-23,Ranheim skole,nei,nei,nei,Søndag 
2017-04-24,Ranheim skole,ja,ja,ja,
2017-04-25,Ranheim skole,ja,ja,ja,
2017-04-26,Ranheim skole,ja,ja,ja,
2017-04-27,Ranheim skole,ja,ja,ja,
2017-04-28,Ranheim skole,ja,ja,ja,
2017-04-29,Ranheim skole,nei,nei,nei,Lørdag
2017-04-30,Ranheim skole,nei,nei,nei,Søndag 
2017-05-01,Ranheim skole,nei,nei,nei,1 mai
2017-05-02,Ranheim skole,ja,ja,ja,
2017-05-03,Ranheim skole,ja,ja,ja,
2017-05-04,Ranheim skole,ja,ja,ja,
2017-05-05,Ranheim skole,ja,ja,ja,
2017-05-06,Ranheim skole,nei,nei,nei,Lørdag
2017-05-07,Ranheim skole,nei,nei,nei,Søndag 
2017-05-08,Ranheim skole,ja,ja,ja,
2017-05-09,Ranheim skole,ja,ja,ja,
2017-05-10,Ranheim skole,ja,ja,ja,
2017-05-11,Ranheim skole,ja,ja,ja,
2017-05-12,Ranheim skole,ja,ja,ja,
2017-05-13,Ranheim skole,nei,nei,nei,Lørdag
2017-05-14,Ranheim skole,nei,nei,nei,Søndag 
2017-05-15,Ranheim skole,ja,ja,ja,
2017-05-16,Ranheim skole,ja,ja,ja,
2017-05-17,Ranheim skole,nei,nei,nei,17. mai
2017-05-18,Ranheim skole,ja,ja,ja,
2017-05-19,Ranheim skole,ja,ja,ja,
2017-05-20,Ranheim skole,nei,nei,nei,Lørdag
2017-05-21,Ranheim skole,nei,nei,nei,Søndag 
2017-05-22,Ranheim skole,ja,ja,ja,
2017-05-23,Ranheim skole,ja,ja,ja,
2017-05-24,Ranheim skole,ja,ja,ja,
2017-05-25,Ranheim skole,nei,nei,nei,Kr. hf. fridag
2017-05-26,Ranheim skole,nei,nei,nei,Skole fri
2017-05-27,Ranheim skole,nei,nei,nei,Lørdag
2017-05-28,Ranheim skole,nei,nei,nei,Søndag 
2017-05-29,Ranheim skole,ja,ja,ja,
2017-05-30,Ranheim skole,ja,ja,ja,
2017-05-31,Ranheim skole,ja,ja,ja,
2017-06-01,Ranheim skole,ja,ja,ja,
2017-06-02,Ranheim skole,ja,ja,ja,
2017-06-03,Ranheim skole,nei,nei,nei,Lørdag
2017-06-04,Ranheim skole,nei,nei,nei,Søndag 
2017-06-05,Ranheim skole,nei,nei,nei,2. Pinsedag
2017-06-06,Ranheim skole,ja,ja,ja,
2017-06-07,Ranheim skole,ja,ja,ja,
2017-06-08,Ranheim skole,ja,ja,ja,
2017-06-09,Ranheim skole,ja,ja,ja,
2017-06-10,Ranheim skole,nei,nei,nei,Lørdag
2017-06-11,Ranheim skole,nei,nei,nei,Søndag 
2017-06-12,Ranheim skole,ja,ja,ja,
2017-06-13,Ranheim skole,ja,ja,ja,
2017-06-14,Ranheim skole,ja,ja,ja,
2017-06-15,Ranheim skole,ja,ja,ja,Siste skoledag
2017-06-16,Ranheim skole,nei,nei,nei,BH fri
2017-06-17,Ranheim skole,nei,nei,nei,Sommerferie
2017-06-18,Ranheim skole,nei,nei,nei,Sommerferie
2017-06-19,Ranheim skole,nei,nei,nei,Sommerferie
2017-06-20,Ranheim skole,nei,nei,nei,Sommerferie
2017-06-21,Ranheim skole,nei,nei,nei,Sommerferie
2017-06-22,Ranheim skole,nei,nei,nei,Sommerferie
2017-06-23,Ranheim skole,nei,nei,nei,Sommerferie
2017-06-24,Ranheim skole,nei,nei,nei,Sommerferie
2017-06-25,Ranheim skole,nei,nei,nei,Sommerferie
2017-06-26,Ranheim skole,nei,nei,nei,Sommerferie
2017-06-27,Ranheim skole,nei,nei,nei,Sommerferie
2017-06-28,Ranheim skole,nei,nei,nei,Sommerferie
2017-06-29,Ranheim skole,nei,nei,nei,Sommerferie
2017-06-30,Ranheim skole,nei,nei,nei,Sommerferie
2016-08-01,Romolslia skole,nei,nei,nei,Sommerferie
2016-08-02,Romolslia skole,nei,nei,nei,Sommerferie
2016-08-03,Romolslia skole,nei,nei,nei,Sommerferie
2016-08-04,Romolslia skole,nei,nei,nei,Sommerferie
2016-08-05,Romolslia skole,nei,nei,nei,Sommerferie
2016-08-06,Romolslia skole,nei,nei,nei,Sommerferie
2016-08-07,Romolslia skole,nei,nei,nei,Sommerferie
2016-08-08,Romolslia skole,nei,nei,nei,Sommerferie
2016-08-09,Romolslia skole,nei,nei,nei,Sommerferie
2016-08-10,Romolslia skole,nei,nei,nei,Sommerferie
2016-08-11,Romolslia skole,nei,nei,nei,Sommerferie
2016-08-12,Romolslia skole,nei,nei,nei,Sommerferie
2016-08-13,Romolslia skole,nei,nei,nei,Sommerferie
2016-08-14,Romolslia skole,nei,nei,nei,Sommerferie
2016-08-15,Romolslia skole,ja,ja,ja,Skolestart
2016-08-16,Romolslia skole,ja,ja,ja,
2016-08-17,Romolslia skole,ja,ja,ja,
2016-08-18,Romolslia skole,ja,ja,ja,
2016-08-19,Romolslia skole,ja,ja,ja,
2016-08-20,Romolslia skole,nei,nei,nei,Lørdag
2016-08-21,Romolslia skole,nei,nei,nei,Søndag 
2016-08-22,Romolslia skole,ja,ja,ja,
2016-08-23,Romolslia skole,ja,ja,ja,
2016-08-24,Romolslia skole,ja,ja,ja,
2016-08-25,Romolslia skole,ja,ja,ja,
2016-08-26,Romolslia skole,ja,ja,ja,
2016-08-27,Romolslia skole,nei,nei,nei,Lørdag
2016-08-28,Romolslia skole,nei,nei,nei,Søndag 
2016-08-29,Romolslia skole,ja,ja,ja,
2016-08-30,Romolslia skole,ja,ja,ja,
2016-08-31,Romolslia skole,ja,ja,ja,
2016-09-01,Romolslia skole,ja,ja,ja,
2016-09-02,Romolslia skole,ja,ja,ja,
2016-09-03,Romolslia skole,nei,nei,nei,Lørdag
2016-09-04,Romolslia skole,nei,nei,nei,Søndag 
2016-09-05,Romolslia skole,ja,ja,ja,
2016-09-06,Romolslia skole,ja,ja,ja,
2016-09-07,Romolslia skole,ja,ja,ja,
2016-09-08,Romolslia skole,ja,ja,ja,
2016-09-09,Romolslia skole,ja,ja,ja,
2016-09-10,Romolslia skole,nei,nei,nei,Lørdag
2016-09-11,Romolslia skole,nei,nei,nei,Søndag 
2016-09-12,Romolslia skole,ja,ja,ja,
2016-09-13,Romolslia skole,ja,ja,ja,
2016-09-14,Romolslia skole,ja,ja,ja,
2016-09-15,Romolslia skole,ja,ja,ja,
2016-09-16,Romolslia skole,ja,ja,ja,
2016-09-17,Romolslia skole,nei,nei,nei,Lørdag
2016-09-18,Romolslia skole,nei,nei,nei,Søndag 
2016-09-19,Romolslia skole,ja,ja,ja,
2016-09-20,Romolslia skole,ja,ja,ja,
2016-09-21,Romolslia skole,ja,ja,ja,
2016-09-22,Romolslia skole,ja,ja,ja,
2016-09-23,Romolslia skole,ja,ja,ja,
2016-09-24,Romolslia skole,nei,nei,nei,Lørdag
2016-09-25,Romolslia skole,nei,nei,nei,Søndag 
2016-09-26,Romolslia skole,ja,ja,ja,
2016-09-27,Romolslia skole,ja,ja,ja,
2016-09-28,Romolslia skole,ja,ja,ja,
2016-09-29,Romolslia skole,ja,ja,ja,
2016-09-30,Romolslia skole,ja,ja,ja,
2016-10-01,Romolslia skole,nei,nei,nei,Lørdag
2016-10-02,Romolslia skole,nei,nei,nei,Søndag 
2016-10-03,Romolslia skole,ja,ja,ja,
2016-10-04,Romolslia skole,ja,ja,ja,
2016-10-05,Romolslia skole,ja,ja,ja,
2016-10-06,Romolslia skole,ja,ja,ja,
2016-10-07,Romolslia skole,ja,ja,ja,
2016-10-08,Romolslia skole,nei,nei,nei,Lørdag
2016-10-09,Romolslia skole,nei,nei,nei,Søndag 
2016-10-10,Romolslia skole,nei,nei,nei,Høstferie
2016-10-11,Romolslia skole,nei,nei,nei,Høstferie
2016-10-12,Romolslia skole,nei,nei,nei,Høstferie
2016-10-13,Romolslia skole,nei,nei,nei,Høstferie
2016-10-14,Romolslia skole,nei,nei,nei,Høstferie
2016-10-15,Romolslia skole,nei,nei,nei,Lørdag
2016-10-16,Romolslia skole,nei,nei,nei,Søndag 
2016-10-17,Romolslia skole,Ja,Ja,Ja,
2016-10-18,Romolslia skole,Ja,Ja,Ja,
2016-10-19,Romolslia skole,Ja,Ja,Ja,
2016-10-20,Romolslia skole,Ja,Ja,Ja,
2016-10-21,Romolslia skole,Ja,Ja,Ja,
2016-10-22,Romolslia skole,nei,nei,nei,Lørdag
2016-10-23,Romolslia skole,nei,nei,nei,Søndag 
2016-10-24,Romolslia skole,Ja,Ja,Ja,
2016-10-25,Romolslia skole,Ja,Ja,Ja,
2016-10-26,Romolslia skole,Ja,Ja,Ja,
2016-10-27,Romolslia skole,Ja,Ja,Ja,
2016-10-28,Romolslia skole,Ja,Ja,Ja,
2016-10-29,Romolslia skole,nei,nei,nei,Lørdag
2016-10-30,Romolslia skole,nei,nei,nei,Søndag 
2016-10-31,Romolslia skole,ja,ja,ja,
2016-11-01,Romolslia skole,ja,ja,ja,
2016-11-02,Romolslia skole,ja,ja,ja,
2016-11-03,Romolslia skole,ja,ja,ja,
2016-11-04,Romolslia skole,ja,ja,ja,
2016-11-05,Romolslia skole,nei,nei,nei,Lørdag
2016-11-06,Romolslia skole,nei,nei,nei,Søndag 
2016-11-07,Romolslia skole,ja,ja,ja,
2016-11-08,Romolslia skole,ja,ja,ja,
2016-11-09,Romolslia skole,ja,ja,ja,
2016-11-10,Romolslia skole,ja,ja,ja,
2016-11-11,Romolslia skole,ja,ja,ja,
2016-11-12,Romolslia skole,nei,nei,nei,Lørdag
2016-11-13,Romolslia skole,nei,nei,nei,Søndag 
2016-11-14,Romolslia skole,ja,ja,ja,
2016-11-15,Romolslia skole,ja,ja,ja,
2016-11-16,Romolslia skole,ja,ja,ja,
2016-11-17,Romolslia skole,ja,ja,ja,
2016-11-18,Romolslia skole,ja,ja,ja,
2016-11-19,Romolslia skole,nei,nei,nei,Lørdag
2016-11-20,Romolslia skole,nei,nei,nei,Søndag 
2016-11-21,Romolslia skole,ja,ja,ja,
2016-11-22,Romolslia skole,ja,ja,ja,
2016-11-23,Romolslia skole,ja,ja,ja,
2016-11-24,Romolslia skole,ja,ja,ja,
2016-11-25,Romolslia skole,ja,ja,ja,
2016-11-26,Romolslia skole,nei,nei,nei,Lørdag
2016-11-27,Romolslia skole,nei,nei,nei,Søndag 
2016-11-28,Romolslia skole,ja,ja,ja,
2016-11-29,Romolslia skole,ja,ja,ja,
2016-11-30,Romolslia skole,ja,ja,ja,
2016-12-01,Romolslia skole,ja,ja,ja,
2016-12-02,Romolslia skole,ja,ja,ja,
2016-12-03,Romolslia skole,nei,nei,nei,Lørdag
2016-12-04,Romolslia skole,nei,nei,nei,Søndag 
2016-12-05,Romolslia skole,ja,ja,ja,
2016-12-06,Romolslia skole,ja,ja,ja,
2016-12-07,Romolslia skole,ja,ja,ja,
2016-12-08,Romolslia skole,ja,ja,ja,
2016-12-09,Romolslia skole,ja,ja,ja,
2016-12-10,Romolslia skole,nei,nei,nei,Lørdag
2016-12-11,Romolslia skole,nei,nei,nei,Søndag 
2016-12-12,Romolslia skole,ja,ja,ja,
2016-12-13,Romolslia skole,ja,ja,ja,
2016-12-14,Romolslia skole,ja,ja,ja,
2016-12-15,Romolslia skole,ja,ja,ja,
2016-12-16,Romolslia skole,ja,ja,ja,
2016-12-17,Romolslia skole,nei,nei,nei,Lørdag
2016-12-18,Romolslia skole,nei,nei,nei,Søndag 
2016-12-19,Romolslia skole,ja,ja,ja,
2016-12-20,Romolslia skole,ja,ja,ja,
2016-12-21,Romolslia skole,ja,ja,ja,Siste skoledag
2016-12-22,Romolslia skole,nei,nei,nei,Juleferie
2016-12-23,Romolslia skole,nei,nei,nei,Juleferie
2016-12-24,Romolslia skole,nei,nei,nei,Lørdag
2016-12-25,Romolslia skole,nei,nei,nei,Søndag 
2016-12-26,Romolslia skole,nei,nei,nei,Juleferie
2016-12-27,Romolslia skole,nei,nei,nei,Juleferie
2016-12-28,Romolslia skole,nei,nei,nei,Juleferie
2016-12-29,Romolslia skole,nei,nei,nei,Juleferie
2016-12-30,Romolslia skole,nei,nei,nei,Juleferie
2016-12-31,Romolslia skole,nei,nei,nei,Lørdag
2017-01-01,Romolslia skole,nei,nei,nei,Søndag/Nyttår
2017-01-02,Romolslia skole,ja,ja,ja,Først skoledag
2017-01-03,Romolslia skole,ja,ja,ja,
2017-01-04,Romolslia skole,ja,ja,ja,
2017-01-05,Romolslia skole,ja,ja,ja,
2017-01-06,Romolslia skole,ja,ja,ja,
2017-01-07,Romolslia skole,nei,nei,nei,Lørdag
2017-01-08,Romolslia skole,nei,nei,nei,Søndag 
2017-01-09,Romolslia skole,ja,ja,ja,
2017-01-10,Romolslia skole,ja,ja,ja,
2017-01-11,Romolslia skole,ja,ja,ja,
2017-01-12,Romolslia skole,ja,ja,ja,
2017-01-13,Romolslia skole,ja,ja,ja,
2017-01-14,Romolslia skole,nei,nei,nei,Lørdag
2017-01-15,Romolslia skole,nei,nei,nei,Søndag 
2017-01-16,Romolslia skole,ja,ja,ja,
2017-01-17,Romolslia skole,ja,ja,ja,
2017-01-18,Romolslia skole,ja,ja,ja,
2017-01-19,Romolslia skole,ja,ja,ja,
2017-01-20,Romolslia skole,ja,ja,ja,
2017-01-21,Romolslia skole,nei,nei,nei,Lørdag
2017-01-22,Romolslia skole,nei,nei,nei,Søndag 
2017-01-23,Romolslia skole,ja,ja,ja,
2017-01-24,Romolslia skole,ja,ja,ja,
2017-01-25,Romolslia skole,ja,ja,ja,
2017-01-26,Romolslia skole,ja,ja,ja,
2017-01-27,Romolslia skole,ja,ja,ja,Skole fri/ Barnehage fri
2017-01-28,Romolslia skole,nei,nei,nei,Lørdag
2017-01-29,Romolslia skole,nei,nei,nei,Søndag 
2017-01-30,Romolslia skole,ja,ja,ja,
2017-01-31,Romolslia skole,ja,ja,ja,
2017-02-01,Romolslia skole,ja,ja,ja,
2017-02-02,Romolslia skole,ja,ja,ja,
2017-02-03,Romolslia skole,ja,ja,ja,
2017-02-04,Romolslia skole,nei,nei,nei,Lørdag
2017-02-05,Romolslia skole,nei,nei,nei,Søndag 
2017-02-06,Romolslia skole,ja,ja,ja,
2017-02-07,Romolslia skole,ja,ja,ja,
2017-02-08,Romolslia skole,ja,ja,ja,
2017-02-09,Romolslia skole,ja,ja,ja,
2017-02-10,Romolslia skole,ja,ja,ja,
2017-02-11,Romolslia skole,nei,nei,nei,Lørdag
2017-02-12,Romolslia skole,nei,nei,nei,Søndag 
2017-02-13,Romolslia skole,ja,ja,ja,
2017-02-14,Romolslia skole,ja,ja,ja,
2017-02-15,Romolslia skole,ja,ja,ja,
2017-02-16,Romolslia skole,ja,ja,ja,
2017-02-17,Romolslia skole,ja,ja,ja,
2017-02-18,Romolslia skole,nei,nei,nei,Lørdag
2017-02-19,Romolslia skole,nei,nei,nei,Søndag 
2017-02-20,Romolslia skole,nei,nei,nei,Vinterferie
2017-02-21,Romolslia skole,nei,nei,nei,Vinterferie
2017-02-22,Romolslia skole,nei,nei,nei,Vinterferie
2017-02-23,Romolslia skole,nei,nei,nei,Vinterferie
2017-02-24,Romolslia skole,nei,nei,nei,Vinterferie
2017-02-25,Romolslia skole,nei,nei,nei,Lørdag
2017-02-26,Romolslia skole,nei,nei,nei,Søndag 
2017-02-27,Romolslia skole,ja,ja,ja,
2017-02-28,Romolslia skole,ja,ja,ja,
2017-03-01,Romolslia skole,ja,ja,ja,
2017-03-02,Romolslia skole,ja,ja,ja,
2017-03-03,Romolslia skole,ja,ja,ja,
2017-03-04,Romolslia skole,nei,nei,nei,Lørdag
2017-03-05,Romolslia skole,nei,nei,nei,Søndag 
2017-03-06,Romolslia skole,ja,ja,ja,
2017-03-07,Romolslia skole,ja,ja,ja,
2017-03-08,Romolslia skole,ja,ja,ja,
2017-03-09,Romolslia skole,ja,ja,ja,
2017-03-10,Romolslia skole,ja,ja,ja,
2017-03-11,Romolslia skole,nei,nei,nei,Lørdag
2017-03-12,Romolslia skole,nei,nei,nei,Søndag 
2017-03-13,Romolslia skole,ja,ja,ja,
2017-03-14,Romolslia skole,ja,ja,ja,
2017-03-15,Romolslia skole,ja,ja,ja,
2017-03-16,Romolslia skole,ja,ja,ja,
2017-03-17,Romolslia skole,ja,ja,ja,
2017-03-18,Romolslia skole,nei,nei,nei,Lørdag
2017-03-19,Romolslia skole,nei,nei,nei,Søndag 
2017-03-20,Romolslia skole,ja,ja,ja,
2017-03-21,Romolslia skole,ja,ja,ja,
2017-03-22,Romolslia skole,ja,ja,ja,
2017-03-23,Romolslia skole,ja,ja,ja,
2017-03-24,Romolslia skole,ja,ja,ja,
2017-03-25,Romolslia skole,nei,nei,nei,Lørdag
2017-03-26,Romolslia skole,nei,nei,nei,Søndag 
2017-03-27,Romolslia skole,ja,ja,ja,
2017-03-28,Romolslia skole,ja,ja,ja,
