dato,skole,elevdag,laererdag,sfodag,kommentar
2017-02-13,Charlottenlund ungdomsskole,ja,ja,ja,
2017-02-14,Charlottenlund ungdomsskole,ja,ja,ja,
2017-02-15,Charlottenlund ungdomsskole,ja,ja,ja,
2017-02-16,Charlottenlund ungdomsskole,ja,ja,ja,
2017-02-17,Charlottenlund ungdomsskole,ja,ja,ja,
2017-02-18,Charlottenlund ungdomsskole,nei,nei,nei,Lørdag
2017-02-19,Charlottenlund ungdomsskole,nei,nei,nei,Søndag 
2017-02-20,Charlottenlund ungdomsskole,nei,nei,nei,Vinterferie
2017-02-21,Charlottenlund ungdomsskole,nei,nei,nei,Vinterferie
2017-02-22,Charlottenlund ungdomsskole,nei,nei,nei,Vinterferie
2017-02-23,Charlottenlund ungdomsskole,nei,nei,nei,Vinterferie
2017-02-24,Charlottenlund ungdomsskole,nei,nei,nei,Vinterferie
2017-02-25,Charlottenlund ungdomsskole,nei,nei,nei,Lørdag
2017-02-26,Charlottenlund ungdomsskole,nei,nei,nei,Søndag 
2017-02-27,Charlottenlund ungdomsskole,ja,ja,ja,
2017-02-28,Charlottenlund ungdomsskole,ja,ja,ja,
2017-03-01,Charlottenlund ungdomsskole,ja,ja,ja,
2017-03-02,Charlottenlund ungdomsskole,ja,ja,ja,
2017-03-03,Charlottenlund ungdomsskole,ja,ja,ja,
2017-03-04,Charlottenlund ungdomsskole,nei,nei,nei,Lørdag
2017-03-05,Charlottenlund ungdomsskole,nei,nei,nei,Søndag 
2017-03-06,Charlottenlund ungdomsskole,ja,ja,ja,
2017-03-07,Charlottenlund ungdomsskole,ja,ja,ja,
2017-03-08,Charlottenlund ungdomsskole,ja,ja,ja,
2017-03-09,Charlottenlund ungdomsskole,ja,ja,ja,
2017-03-10,Charlottenlund ungdomsskole,ja,ja,ja,
2017-03-11,Charlottenlund ungdomsskole,nei,nei,nei,Lørdag
2017-03-12,Charlottenlund ungdomsskole,nei,nei,nei,Søndag 
2017-03-13,Charlottenlund ungdomsskole,ja,ja,ja,
2017-03-14,Charlottenlund ungdomsskole,ja,ja,ja,
2017-03-15,Charlottenlund ungdomsskole,ja,ja,ja,
