dato,skole,elevdag,laererdag,sfodag,kommentar
08.12.2017,Gjesdal ungdomsskole ,ja ,nei,ja,
09.12.2017,Gjesdal ungdomsskole ,nei,nei,nei,Lørdag
10.12.2017,Gjesdal ungdomsskole ,nei,nei,nei,Søndag
11.12.2017,Gjesdal ungdomsskole ,ja ,nei,ja,
12.12.2017,Gjesdal ungdomsskole ,ja ,nei,ja,
13.12.2017,Gjesdal ungdomsskole ,ja ,nei,ja,
14.12.2017,Gjesdal ungdomsskole ,ja ,nei,ja,
15.12.2017,Gjesdal ungdomsskole ,ja ,nei,ja,
16.12.2017,Gjesdal ungdomsskole ,nei,nei,nei,Lørdag
17.12.2017,Gjesdal ungdomsskole ,nei,nei,nei,Søndag
18.12.2017,Gjesdal ungdomsskole ,ja ,nei,ja,
19.12.2017,Gjesdal ungdomsskole ,ja ,nei,ja,
20.12.2017,Gjesdal ungdomsskole ,ja ,nei,ja,
21.12.2017,Gjesdal ungdomsskole ,ja ,nei,ja,Siste skoledag før jul 
22.12.2017,Gjesdal ungdomsskole ,nei,nei,ja,Juleferie 
23.12.2017,Gjesdal ungdomsskole ,nei,nei,nei,Lørdag
24.12.2017,Gjesdal ungdomsskole ,nei,nei,nei,Søndag
25.12.2017,Gjesdal ungdomsskole ,nei,nei,nei,1. Juledag
26.12.2017,Gjesdal ungdomsskole ,nei,nei,nei,2. Juledag 
27.12.2017,Gjesdal ungdomsskole ,nei,nei,ja,Juleferie 
28.12.2017,Gjesdal ungdomsskole ,nei,nei,ja,Juleferie 
29.12.2017,Gjesdal ungdomsskole ,nei,nei,ja,Juleferie 
30.12.2017,Gjesdal ungdomsskole ,nei,nei,nei,Lørdag
31.12.2017,Gjesdal ungdomsskole ,nei,nei,nei,Søndag
01.01.2018,Gjesdal ungdomsskole ,nei,nei,nei,1. Nyttårsdag 
02.01.2018,Gjesdal ungdomsskole ,nei,nei,ja,Plandag
03.01.2018,Gjesdal ungdomsskole ,ja ,nei,ja,Første skoledag etter jul
04.01.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
05.01.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
06.01.2018,Gjesdal ungdomsskole ,nei,nei,nei,Lørdag
07.01.2018,Gjesdal ungdomsskole ,nei,nei,nei,Søndag
08.01.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
09.01.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
10.01.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
11.01.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
12.01.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
13.01.2018,Gjesdal ungdomsskole ,nei,nei,nei,Lørdag
14.01.2018,Gjesdal ungdomsskole ,nei,nei,nei,Søndag
15.01.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
16.01.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
17.01.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
18.01.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
19.01.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
20.01.2018,Gjesdal ungdomsskole ,nei,nei,nei,Lørdag
21.01.2018,Gjesdal ungdomsskole ,nei,nei,nei,Søndag
22.01.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
23.01.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
24.01.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
25.01.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
26.01.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
27.01.2018,Gjesdal ungdomsskole ,nei,nei,nei,Lørdag
28.01.2018,Gjesdal ungdomsskole ,nei,nei,nei,Søndag
29.01.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
30.01.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
31.01.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
01.02.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
02.02.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
03.02.2018,Gjesdal ungdomsskole ,nei,nei,nei,Lørdag
04.02.2018,Gjesdal ungdomsskole ,nei,nei,nei,Søndag
05.02.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
06.02.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
07.02.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
08.02.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
09.02.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
10.02.2018,Gjesdal ungdomsskole ,nei,nei,nei,Lørdag
11.02.2018,Gjesdal ungdomsskole ,nei,nei,nei,Søndag
12.02.2018,Gjesdal ungdomsskole ,nei,nei,ja,Vinterferie
13.02.2018,Gjesdal ungdomsskole ,nei,nei,ja,Vinterferie
14.02.2018,Gjesdal ungdomsskole ,nei,nei,ja,Vinterferie
15.02.2018,Gjesdal ungdomsskole ,nei,nei,ja,Vinterferie
16.02.2018,Gjesdal ungdomsskole ,nei,nei,ja,Vinterferie
17.02.2018,Gjesdal ungdomsskole ,nei,nei,nei,Lørdag
18.02.2018,Gjesdal ungdomsskole ,nei,nei,nei,Søndag
19.02.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
20.02.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
21.02.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
22.02.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
23.02.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
24.02.2018,Gjesdal ungdomsskole ,nei,nei,nei,Lørdag
25.02.2018,Gjesdal ungdomsskole ,nei,nei,nei,Søndag
26.02.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
27.02.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
28.02.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
01.03.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
02.03.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
03.03.2018,Gjesdal ungdomsskole ,nei,nei,nei,Lørdag
04.03.2018,Gjesdal ungdomsskole ,nei,nei,nei,Søndag
05.03.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
06.03.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
07.03.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
08.03.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
09.03.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
10.03.2018,Gjesdal ungdomsskole ,nei,nei,nei,Lørdag
11.03.2018,Gjesdal ungdomsskole ,nei,nei,nei,Søndag
12.03.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
13.03.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
14.03.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
15.03.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
16.03.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
17.03.2018,Gjesdal ungdomsskole ,nei,nei,nei,Lørdag
18.03.2018,Gjesdal ungdomsskole ,nei,nei,nei,Søndag
19.03.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
20.03.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
21.03.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
22.03.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
23.03.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
24.03.2018,Gjesdal ungdomsskole ,nei,nei,nei,Lørdag
25.03.2018,Gjesdal ungdomsskole ,nei,nei,nei,Søndag
26.03.2018,Gjesdal ungdomsskole ,nei,nei,ja,Påskeferie
27.03.2018,Gjesdal ungdomsskole ,nei,nei,ja,Påskeferie
28.03.2018,Gjesdal ungdomsskole ,nei,nei,ja,Påskeferie
29.03.2018,Gjesdal ungdomsskole ,nei,nei,nei,Skjærtorsdag 
30.03.2018,Gjesdal ungdomsskole ,nei,nei,nei,Langfredag 
31.03.2018,Gjesdal ungdomsskole ,nei,nei,nei,Lørdag
01.04.2018,Gjesdal ungdomsskole ,nei,nei,nei,Søndag
02.04.2018,Gjesdal ungdomsskole ,nei,nei,nei,2. Påskedag 
03.04.2018,Gjesdal ungdomsskole ,ja ,nei,ja,Første skoledag etter påske 
04.04.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
05.04.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
06.04.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
07.04.2018,Gjesdal ungdomsskole ,nei,nei,nei,Lørdag
08.04.2018,Gjesdal ungdomsskole ,nei,nei,nei,Søndag
09.04.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
10.04.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
11.04.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
12.04.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
13.04.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
14.04.2018,Gjesdal ungdomsskole ,nei,nei,nei,Lørdag
15.04.2018,Gjesdal ungdomsskole ,nei,nei,nei,Søndag
16.04.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
17.04.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
18.04.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
19.04.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
20.04.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
21.04.2018,Gjesdal ungdomsskole ,nei,nei,nei,Lørdag
22.04.2018,Gjesdal ungdomsskole ,nei,nei,nei,Søndag
23.04.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
24.04.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
25.04.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
26.04.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
27.04.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
28.04.2018,Gjesdal ungdomsskole ,nei,nei,nei,Lørdag
29.04.2018,Gjesdal ungdomsskole ,nei,nei,nei,Søndag
30.04.2018,Gjesdal ungdomsskole ,nei,nei,ja,Fridag for elevene 
01.05.2018,Gjesdal ungdomsskole ,nei,nei,nei,Off. fridag 
02.05.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
03.05.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
04.05.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
05.05.2018,Gjesdal ungdomsskole ,nei,nei,nei,Lørdag
06.05.2018,Gjesdal ungdomsskole ,nei,nei,nei,Søndag
07.05.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
08.05.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
09.05.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
10.05.2018,Gjesdal ungdomsskole ,nei,nei,nei,Kr.H.F
11.05.2018,Gjesdal ungdomsskole ,nei,nei,ja,Fridag for elevene 
12.05.2018,Gjesdal ungdomsskole ,nei,nei,nei,Lørdag
13.05.2018,Gjesdal ungdomsskole ,nei,nei,nei,Søndag
14.05.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
15.05.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
16.05.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
17.05.2018,Gjesdal ungdomsskole ,nei,nei,nei,Grunnlovsdag 
18.05.2018,Gjesdal ungdomsskole ,nei,nei,,Fridag for elevene
19.05.2018,Gjesdal ungdomsskole ,nei,nei,nei,Lørdag
20.05.2018,Gjesdal ungdomsskole ,nei,nei,nei,Søndag
21.05.2018,Gjesdal ungdomsskole ,nei,nei,nei,2. pinsedag 
22.05.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
23.05.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
24.05.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
25.05.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
26.05.2018,Gjesdal ungdomsskole ,nei,nei,nei,Lørdag
27.05.2018,Gjesdal ungdomsskole ,nei,nei,nei,Søndag
28.05.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
29.05.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
30.05.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
31.05.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
01.06.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
02.06.2018,Gjesdal ungdomsskole ,nei,nei,nei,Lørdag
03.06.2018,Gjesdal ungdomsskole ,nei,nei,nei,Søndag
04.06.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
05.06.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
06.06.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
07.06.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
08.06.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
09.06.2018,Gjesdal ungdomsskole ,nei,nei,nei,Lørdag
10.06.2018,Gjesdal ungdomsskole ,nei,nei,nei,Søndag
11.06.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
12.06.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
13.06.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
14.06.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
15.06.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
16.06.2018,Gjesdal ungdomsskole ,nei,nei,nei,Lørdag
17.06.2018,Gjesdal ungdomsskole ,nei,nei,nei,Søndag
18.06.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
19.06.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
20.06.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
21.06.2018,Gjesdal ungdomsskole ,ja ,nei,ja,
22.06.2018,Gjesdal ungdomsskole ,ja ,nei,ja,Siste skoledag for elevene 
23.06.2018,Gjesdal ungdomsskole ,nei,nei,nei,Lørdag
24.06.2018,Gjesdal ungdomsskole ,nei,nei,nei,Søndag
25.06.2018,Gjesdal ungdomsskole ,nei,nei,ja,Sommerferie 
26.06.2018,Gjesdal ungdomsskole ,nei,nei,ja,Sommerferie 
27.06.2018,Gjesdal ungdomsskole ,nei,nei,ja,Sommerferie 
28.06.2018,Gjesdal ungdomsskole ,nei,nei,ja,Sommerferie 
29.06.2018,Gjesdal ungdomsskole ,nei,nei,ja,Sommerferie 
30.06.2018,Gjesdal ungdomsskole ,nei,nei,nei,Lørdag
01.08.2017,Ålgård skole ,nei,nei,ja,Sommerferie 
02.08.2017,Ålgård skole ,nei,nei,ja,Sommerferie 
03.08.2017,Ålgård skole ,nei,nei,ja,Sommerferie 
04.08.2017,Ålgård skole ,nei,nei,ja,Sommerferie 
05.08.2017,Ålgård skole ,nei,nei,nei,Lørdag
06.08.2017,Ålgård skole ,nei,nei,nei,Søndag
07.08.2017,Ålgård skole ,nei,nei,ja,Sommerferie 
08.08.2017,Ålgård skole ,nei,nei,ja,Sommerferie 
09.08.2017,Ålgård skole ,nei,nei,ja,Sommerferie 
10.08.2017,Ålgård skole ,nei,nei,ja,Sommerferie 
11.08.2017,Ålgård skole ,nei,nei,ja,Sommerferie 
12.08.2017,Ålgård skole ,nei,nei,nei,Lørdag
13.08.2017,Ålgård skole ,nei,nei,nei,Søndag
14.08.2017,Ålgård skole ,nei,nei,ja,Sommerferie 
15.08.2017,Ålgård skole ,nei,nei,ja,Sommerferie 
16.08.2017,Ålgård skole ,nei,nei,ja,Sommerferie 
17.08.2017,Ålgård skole ,ja,nei,ja,Skolestart for elevene 
18.08.2017,Ålgård skole ,ja ,nei,ja,
19.08.2017,Ålgård skole ,nei,nei,nei,Lørdag
20.08.2017,Ålgård skole ,nei,nei,nei,Søndag
21.08.2017,Ålgård skole ,ja,nei,ja,
22.08.2017,Ålgård skole ,ja,nei,ja,
23.08.2017,Ålgård skole ,ja,nei,ja,
24.08.2017,Ålgård skole ,ja,nei,ja,
25.08.2017,Ålgård skole ,ja,nei,ja,
26.08.2017,Ålgård skole ,nei,nei,nei,Lørdag
27.08.2017,Ålgård skole ,nei,nei,nei,Søndag
28.08.2017,Ålgård skole ,ja,nei,ja,
29.08.2017,Ålgård skole ,ja,nei,ja,
30.08.2017,Ålgård skole ,ja,nei,ja,
31.08.2017,Ålgård skole ,ja,nei,ja,
01.09.2017,Ålgård skole ,ja,nei,ja,
02.09.2017,Ålgård skole ,nei,nei,nei,Lørdag
03.09.2017,Ålgård skole ,nei,nei,nei,Søndag
04.09.2017,Ålgård skole ,ja,nei,ja,
05.09.2017,Ålgård skole ,ja,nei,ja,
06.09.2017,Ålgård skole ,ja,nei,ja,
07.09.2017,Ålgård skole ,ja,nei,ja,
08.09.2017,Ålgård skole ,ja,nei,ja,
09.09.2017,Ålgård skole ,nei,nei,nei,Lørdag
10.09.2017,Ålgård skole ,nei,nei,nei,Søndag
11.09.2017,Ålgård skole ,ja,nei,ja,
12.09.2017,Ålgård skole ,ja,nei,ja,
13.09.2017,Ålgård skole ,ja,nei,ja,
14.09.2017,Ålgård skole ,ja,nei,ja,
15.09.2017,Ålgård skole ,ja,nei,ja,
16.09.2017,Ålgård skole ,nei,nei,nei,Lørdag
17.09.2017,Ålgård skole ,nei,nei,nei,Søndag
18.09.2017,Ålgård skole ,ja,nei,ja,
19.09.2017,Ålgård skole ,ja,nei,ja,
20.09.2017,Ålgård skole ,ja,nei,ja,
21.09.2017,Ålgård skole ,ja,nei,ja,
22.09.2017,Ålgård skole ,ja,nei,ja,
23.09.2017,Ålgård skole ,nei,nei,nei,Lørdag
24.09.2017,Ålgård skole ,nei,nei,nei,Søndag
25.09.2017,Ålgård skole ,ja,nei,ja,
26.09.2017,Ålgård skole ,ja,nei,ja,
27.09.2017,Ålgård skole ,ja,nei,ja,
28.09.2017,Ålgård skole ,ja,nei,ja,
29.09.2017,Ålgård skole ,ja,nei,ja,
30.09.2017,Ålgård skole ,nei,nei,nei,Lørdag
01.10.2017,Ålgård skole ,nei,nei,nei,Søndag
02.10.2017,Ålgård skole ,ja,nei,ja,
03.10.2017,Ålgård skole ,ja,nei,ja,
04.10.2017,Ålgård skole ,ja,nei,ja,
05.10.2017,Ålgård skole ,ja,nei,ja,
06.10.2017,Ålgård skole ,ja,nei,ja,
07.10.2017,Ålgård skole ,nei,nei,nei,Lørdag
08.10.2017,Ålgård skole ,nei,nei,nei,Søndag
09.10.2017,Ålgård skole ,nei,nei,ja,Høstferie
10.10.2017,Ålgård skole ,nei,nei,ja,Høstferie
11.10.2017,Ålgård skole ,nei,nei,ja,Høstferie
12.10.2017,Ålgård skole ,nei,nei,ja,Høstferie
13.10.2017,Ålgård skole ,nei,nei,ja,Høstferie
14.10.2017,Ålgård skole ,nei,nei,nei,Lørdag
15.10.2017,Ålgård skole ,nei,nei,nei,Søndag
16.10.2017,Ålgård skole ,ja ,nei,ja,
17.10.2017,Ålgård skole ,ja ,nei,ja,
18.10.2017,Ålgård skole ,ja ,nei,ja,
19.10.2017,Ålgård skole ,ja ,nei,ja,
20.10.2017,Ålgård skole ,ja ,nei,ja,
21.10.2017,Ålgård skole ,nei,nei,nei,Lørdag
22.10.2017,Ålgård skole ,nei,nei,nei,Søndag
23.10.2017,Ålgård skole ,ja ,nei,ja,
24.10.2017,Ålgård skole ,ja ,nei,ja,
25.10.2017,Ålgård skole ,ja ,nei,ja,
26.10.2017,Ålgård skole ,ja ,nei,ja,
27.10.2017,Ålgård skole ,ja ,nei,ja,
28.10.2017,Ålgård skole ,nei,nei,nei,Lørdag
29.10.2017,Ålgård skole ,nei,nei,nei,Søndag
30.10.2017,Ålgård skole ,ja ,nei,ja,
31.10.2017,Ålgård skole ,ja ,nei,ja,
01.11.2017,Ålgård skole ,ja ,nei,ja,
02.11.2017,Ålgård skole ,ja ,nei,ja,
03.11.2017,Ålgård skole ,ja,nei,ja,
04.11.2017,Ålgård skole ,nei,nei,nei,Lørdag
05.11.2017,Ålgård skole ,nei,nei,nei,Søndag
06.11.2017,Ålgård skole ,ja ,nei,ja,
07.11.2017,Ålgård skole ,ja ,nei,ja,
08.11.2017,Ålgård skole ,ja ,nei,ja,
09.11.2017,Ålgård skole ,ja ,nei,ja,
10.11.2017,Ålgård skole ,ja ,nei,ja,
11.11.2017,Ålgård skole ,nei,nei,nei,Lørdag
12.11.2017,Ålgård skole ,nei,nei,nei,Søndag
13.11.2017,Ålgård skole ,ja ,nei,ja,
14.11.2017,Ålgård skole ,ja ,nei,ja,
15.11.2017,Ålgård skole ,ja ,nei,ja,
16.11.2017,Ålgård skole ,ja ,nei,ja,
17.11.2017,Ålgård skole ,nei ,nei,ja,Plandag
18.11.2017,Ålgård skole ,nei,nei,nei,Lørdag
19.11.2017,Ålgård skole ,nei,nei,nei,Søndag
20.11.2017,Ålgård skole ,ja ,nei,ja,
21.11.2017,Ålgård skole ,ja ,nei,ja,
22.11.2017,Ålgård skole ,ja ,nei,ja,
23.11.2017,Ålgård skole ,ja ,nei,ja,
24.11.2017,Ålgård skole ,ja ,nei,ja,
25.11.2017,Ålgård skole ,nei,nei,nei,Lørdag
26.11.2017,Ålgård skole ,nei,nei,nei,Søndag
27.11.2017,Ålgård skole ,ja ,nei,ja,
28.11.2017,Ålgård skole ,ja ,nei,ja,
29.11.2017,Ålgård skole ,ja ,nei,ja,
30.11.2017,Ålgård skole ,ja ,nei,ja,
01.12.2017,Ålgård skole ,ja ,nei,ja,
02.12.2017,Ålgård skole ,nei,nei,nei,Lørdag
03.12.2017,Ålgård skole ,nei,nei,nei,Søndag
04.12.2017,Ålgård skole ,ja ,nei,ja,
05.12.2017,Ålgård skole ,ja ,nei,ja,
06.12.2017,Ålgård skole ,ja ,nei,ja,
07.12.2017,Ålgård skole ,ja ,nei,ja,
08.12.2017,Ålgård skole ,ja ,nei,ja,
09.12.2017,Ålgård skole ,nei,nei,nei,Lørdag
10.12.2017,Ålgård skole ,nei,nei,nei,Søndag
11.12.2017,Ålgård skole ,ja ,nei,ja,
12.12.2017,Ålgård skole ,ja ,nei,ja,
13.12.2017,Ålgård skole ,ja ,nei,ja,
14.12.2017,Ålgård skole ,ja ,nei,ja,
15.12.2017,Ålgård skole ,ja ,nei,ja,
16.12.2017,Ålgård skole ,nei,nei,nei,Lørdag
17.12.2017,Ålgård skole ,nei,nei,nei,Søndag
18.12.2017,Ålgård skole ,ja ,nei,ja,
19.12.2017,Ålgård skole ,ja ,nei,ja,
20.12.2017,Ålgård skole ,ja ,nei,ja,
21.12.2017,Ålgård skole ,ja ,nei,ja,Siste skoledag før jul 
22.12.2017,Ålgård skole ,nei,nei,ja,Juleferie 
23.12.2017,Ålgård skole ,nei,nei,nei,Lørdag
24.12.2017,Ålgård skole ,nei,nei,nei,Søndag
25.12.2017,Ålgård skole ,nei,nei,nei,1. Juledag
26.12.2017,Ålgård skole ,nei,nei,nei,2. Juledag 
27.12.2017,Ålgård skole ,nei,nei,ja,Juleferie 
28.12.2017,Ålgård skole ,nei,nei,ja,Juleferie 
29.12.2017,Ålgård skole ,nei,nei,ja,Juleferie 
30.12.2017,Ålgård skole ,nei,nei,nei,Lørdag
31.12.2017,Ålgård skole ,nei,nei,nei,Søndag
01.01.2018,Ålgård skole ,nei,nei,nei,1. Nyttårsdag 
02.01.2018,Ålgård skole ,nei,nei,ja,Plandag
03.01.2018,Ålgård skole ,ja ,nei,ja,Første skoledag etter jul
04.01.2018,Ålgård skole ,ja ,nei,ja,
05.01.2018,Ålgård skole ,ja ,nei,ja,
06.01.2018,Ålgård skole ,nei,nei,nei,Lørdag
07.01.2018,Ålgård skole ,nei,nei,nei,Søndag
08.01.2018,Ålgård skole ,ja ,nei,ja,
09.01.2018,Ålgård skole ,ja ,nei,ja,
10.01.2018,Ålgård skole ,ja ,nei,ja,
11.01.2018,Ålgård skole ,ja ,nei,ja,
12.01.2018,Ålgård skole ,ja ,nei,ja,
13.01.2018,Ålgård skole ,nei,nei,nei,Lørdag
14.01.2018,Ålgård skole ,nei,nei,nei,Søndag
15.01.2018,Ålgård skole ,ja ,nei,ja,
16.01.2018,Ålgård skole ,ja ,nei,ja,
17.01.2018,Ålgård skole ,ja ,nei,ja,
18.01.2018,Ålgård skole ,ja ,nei,,
19.01.2018,Ålgård skole ,ja ,nei,ja,
20.01.2018,Ålgård skole ,nei,nei,nei,Lørdag
21.01.2018,Ålgård skole ,nei,nei,nei,Søndag
22.01.2018,Ålgård skole ,ja ,nei,ja,
23.01.2018,Ålgård skole ,ja ,nei,ja,
24.01.2018,Ålgård skole ,ja ,nei,ja,
25.01.2018,Ålgård skole ,ja ,nei,ja,
26.01.2018,Ålgård skole ,ja ,nei,ja,
27.01.2018,Ålgård skole ,nei,nei,nei,Lørdag
28.01.2018,Ålgård skole ,nei,nei,nei,Søndag
29.01.2018,Ålgård skole ,ja ,nei,ja,
30.01.2018,Ålgård skole ,ja ,nei,ja,
31.01.2018,Ålgård skole ,ja ,nei,ja,
01.02.2018,Ålgård skole ,ja ,nei,ja,
02.02.2018,Ålgård skole ,ja ,nei,ja,
03.02.2018,Ålgård skole ,nei,nei,nei,Lørdag
04.02.2018,Ålgård skole ,nei,nei,nei,Søndag
05.02.2018,Ålgård skole ,ja ,nei,ja,
06.02.2018,Ålgård skole ,ja ,nei,ja,
07.02.2018,Ålgård skole ,ja ,nei,ja,
08.02.2018,Ålgård skole ,ja ,nei,ja,
09.02.2018,Ålgård skole ,ja ,nei,ja,
10.02.2018,Ålgård skole ,nei,nei,nei,Lørdag
11.02.2018,Ålgård skole ,nei,nei,nei,Søndag
12.02.2018,Ålgård skole ,nei,nei,ja,Vinterferie
13.02.2018,Ålgård skole ,nei,nei,ja,Vinterferie
14.02.2018,Ålgård skole ,nei,nei,ja,Vinterferie
15.02.2018,Ålgård skole ,nei,nei,ja,Vinterferie
16.02.2018,Ålgård skole ,nei,nei,ja,Vinterferie
17.02.2018,Ålgård skole ,nei,nei,nei,Lørdag
18.02.2018,Ålgård skole ,nei,nei,nei,Søndag
19.02.2018,Ålgård skole ,ja ,nei,ja,
20.02.2018,Ålgård skole ,ja ,nei,ja,
21.02.2018,Ålgård skole ,ja ,nei,ja,
22.02.2018,Ålgård skole ,ja ,nei,ja,
23.02.2018,Ålgård skole ,ja ,nei,ja,
24.02.2018,Ålgård skole ,nei,nei,nei,Lørdag
25.02.2018,Ålgård skole ,nei,nei,nei,Søndag
26.02.2018,Ålgård skole ,ja ,nei,ja,
27.02.2018,Ålgård skole ,ja ,nei,ja,
28.02.2018,Ålgård skole ,ja ,nei,ja,
01.03.2018,Ålgård skole ,ja ,nei,ja,
02.03.2018,Ålgård skole ,ja ,nei,ja,
03.03.2018,Ålgård skole ,nei,nei,nei,Lørdag
04.03.2018,Ålgård skole ,nei,nei,nei,Søndag
05.03.2018,Ålgård skole ,ja ,nei,ja,
06.03.2018,Ålgård skole ,ja ,nei,ja,
07.03.2018,Ålgård skole ,ja ,nei,ja,
08.03.2018,Ålgård skole ,ja ,nei,ja,
09.03.2018,Ålgård skole ,ja ,nei,ja,
10.03.2018,Ålgård skole ,nei,nei,nei,Lørdag
11.03.2018,Ålgård skole ,nei,nei,nei,Søndag
12.03.2018,Ålgård skole ,ja ,nei,ja,
13.03.2018,Ålgård skole ,ja ,nei,ja,
14.03.2018,Ålgård skole ,ja ,nei,ja,
15.03.2018,Ålgård skole ,ja ,nei,ja,
16.03.2018,Ålgård skole ,ja ,nei,ja,
17.03.2018,Ålgård skole ,nei,nei,nei,Lørdag
18.03.2018,Ålgård skole ,nei,nei,nei,Søndag
19.03.2018,Ålgård skole ,ja ,nei,ja,
20.03.2018,Ålgård skole ,ja ,nei,ja,
21.03.2018,Ålgård skole ,ja ,nei,ja,
22.03.2018,Ålgård skole ,ja ,nei,ja,
23.03.2018,Ålgård skole ,ja ,nei,ja,
24.03.2018,Ålgård skole ,nei,nei,nei,Lørdag
