dato,skole,elevdag,laererdag,sfodag,kommentar
2017-08-01,Harestad skole,nei,nei,ja,SFO oppstart
2017-08-02,Harestad skole,nei,nei,ja,
2017-08-03,Harestad skole,nei,nei,ja,
2017-08-04,Harestad skole,nei,nei,ja,
2017-08-05,Harestad skole,nei,nei,nei,lørdag
2017-08-06,Harestad skole,nei,nei,nei,søndag
2017-08-07,Harestad skole,nei,nei,ja,
2017-08-08,Harestad skole,nei,nei,ja,
2017-08-09,Harestad skole,nei,nei,ja,
2017-08-10,Harestad skole,nei,nei,ja,
2017-08-11,Harestad skole,nei,nei,ja,
2017-08-12,Harestad skole,nei,nei,nei,lørdag
2017-08-13,Harestad skole,nei,nei,nei,søndag
2017-08-14,Harestad skole,nei,ja,ja,Plandag
2017-08-15,Harestad skole,nei,ja,nei,Plandag
2017-08-16,Harestad skole,nei,ja,nei,Plandag
2017-08-17,Harestad skole,nei,ja,ja,Plandag
2017-08-18,Harestad skole,ja,ja,ja,skolestart
2017-08-19,Harestad skole,nei,nei,nei,lørdag
2017-08-20,Harestad skole,nei,nei,nei,søndag
2017-08-21,Harestad skole,ja,ja,ja,
2017-08-22,Harestad skole,ja,ja,ja,
2017-08-23,Harestad skole,ja,ja,ja,
2017-08-24,Harestad skole,ja,ja,ja,
2017-08-25,Harestad skole,ja,ja,ja,
2017-08-26,Harestad skole,nei,nei,nei,lørdag
2017-08-27,Harestad skole,nei,nei,nei,søndag
2017-08-28,Harestad skole,ja,ja,ja,
2017-08-29,Harestad skole,ja,ja,ja,
2017-08-30,Harestad skole,ja,ja,ja,
2017-08-31,Harestad skole,ja,ja,ja,
2017-09-01,Harestad skole,ja,ja,ja,
2017-09-02,Harestad skole,nei,nei,nei,lørdag
2017-09-03,Harestad skole,nei,nei,nei,søndag
2017-09-04,Harestad skole,ja,ja,ja,
2017-09-05,Harestad skole,ja,ja,ja,
2017-09-06,Harestad skole,ja,ja,ja,
2017-09-07,Harestad skole,ja,ja,ja,
2017-09-08,Harestad skole,ja,ja,ja,
2017-09-09,Harestad skole,nei,nei,nei,lørdag
2017-09-10,Harestad skole,nei,nei,nei,søndag
2017-09-11,Harestad skole,ja,ja,ja,
2017-09-12,Harestad skole,ja,ja,ja,
2017-09-13,Harestad skole,ja,ja,ja,
2017-09-14,Harestad skole,ja,ja,ja,
2017-09-15,Harestad skole,ja,ja,ja,
2017-09-16,Harestad skole,nei,nei,nei,lørdag
2017-09-17,Harestad skole,nei,nei,nei,søndag
2017-09-18,Harestad skole,ja,ja,ja,
2017-09-19,Harestad skole,ja,ja,ja,
2017-09-20,Harestad skole,ja,ja,ja,
2017-09-21,Harestad skole,ja,ja,ja,
2017-09-22,Harestad skole,ja,ja,ja,
2017-09-23,Harestad skole,nei,nei,nei,lørdag
2017-09-24,Harestad skole,nei,nei,nei,søndag
2017-09-25,Harestad skole,ja,ja,ja,
2017-09-26,Harestad skole,ja,ja,ja,
2017-09-27,Harestad skole,ja,ja,ja,
2017-09-28,Harestad skole,ja,ja,ja,
2017-09-29,Harestad skole,ja,ja,ja,
2017-09-30,Harestad skole,nei,nei,nei,lørdag
2017-10-01,Harestad skole,nei,nei,nei,søndag
2017-10-02,Harestad skole,ja,ja,ja,
2017-10-03,Harestad skole,ja,ja,ja,
2017-10-04,Harestad skole,ja,ja,ja,
2017-10-05,Harestad skole,ja,ja,ja,
2017-10-06,Harestad skole,ja,ja,ja,
2017-10-07,Harestad skole,nei,nei,nei,lørdag
2017-10-08,Harestad skole,nei,nei,nei,søndag
2017-10-09,Harestad skole,nei,nei,ja,Høstferie
2017-10-10,Harestad skole,nei,nei,ja,Høstferie
2017-10-11,Harestad skole,nei,nei,ja,Høstferie
2017-10-12,Harestad skole,nei,nei,ja,Høstferie
2017-10-13,Harestad skole,nei,nei,ja,Høstferie
2017-10-14,Harestad skole,nei,nei,nei,lørdag
2017-10-15,Harestad skole,nei,nei,nei,søndag
2017-10-16,Harestad skole,ja,ja,ja,
2017-10-17,Harestad skole,ja,ja,ja,
2017-10-18,Harestad skole,ja,ja,ja,
2017-10-19,Harestad skole,ja,ja,ja,
2017-10-20,Harestad skole,ja,ja,ja,
2017-10-21,Harestad skole,nei,nei,nei,lørdag
2017-10-22,Harestad skole,nei,nei,nei,søndag
2017-10-23,Harestad skole,ja,ja,ja,
2017-10-24,Harestad skole,ja,ja,ja,
2017-10-25,Harestad skole,ja,ja,ja,
2017-10-26,Harestad skole,ja,ja,ja,
2017-10-27,Harestad skole,ja,ja,ja,
2017-10-28,Harestad skole,nei,nei,nei,lørdag
2017-10-29,Harestad skole,nei,nei,nei,søndag
2017-10-30,Harestad skole,ja,ja,ja,
2017-10-31,Harestad skole,ja,ja,ja,
2017-11-01,Harestad skole,ja,ja,ja,
2017-11-02,Harestad skole,ja,ja,ja,
2017-11-03,Harestad skole,ja,ja,ja,
2017-11-04,Harestad skole,nei,nei,nei,lørdag
2017-11-05,Harestad skole,nei,nei,nei,søndag
2017-11-06,Harestad skole,ja,ja,ja,
2017-11-07,Harestad skole,ja,ja,ja,
2017-11-08,Harestad skole,ja,ja,ja,
2017-11-09,Harestad skole,ja,ja,ja,
2017-11-10,Harestad skole,ja,ja,ja,
2017-11-11,Harestad skole,nei,nei,nei,lørdag
2017-11-12,Harestad skole,nei,nei,nei,søndag
2017-11-13,Harestad skole,ja,ja,ja,
2017-11-14,Harestad skole,ja,ja,ja,
2017-11-15,Harestad skole,ja,ja,ja,
2017-11-16,Harestad skole,ja,ja,ja,
2017-11-17,Harestad skole,nei,ja,nei,Plandag
2017-11-18,Harestad skole,nei,nei,nei,lørdag
2017-11-19,Harestad skole,nei,nei,nei,søndag
2017-11-20,Harestad skole,ja,ja,ja,
2017-11-21,Harestad skole,ja,ja,ja,
2017-11-22,Harestad skole,ja,ja,ja,
2017-11-23,Harestad skole,ja,ja,ja,
2017-11-24,Harestad skole,ja,ja,ja,
2017-11-25,Harestad skole,nei,nei,nei,lørdag
2017-11-26,Harestad skole,nei,nei,nei,søndag
2017-11-27,Harestad skole,ja,ja,ja,
2017-11-28,Harestad skole,ja,ja,ja,
2017-11-29,Harestad skole,ja,ja,ja,
2017-11-30,Harestad skole,ja,ja,ja,
2017-12-01,Harestad skole,ja,ja,ja,
2017-12-02,Harestad skole,nei,nei,nei,lørdag
2017-12-03,Harestad skole,nei,nei,nei,søndag
2017-12-04,Harestad skole,ja,ja,ja,
2017-12-05,Harestad skole,ja,ja,ja,
2017-12-06,Harestad skole,ja,ja,ja,
2017-12-07,Harestad skole,ja,ja,ja,
2017-12-08,Harestad skole,ja,ja,ja,
2017-12-09,Harestad skole,nei,nei,nei,lørdag
2017-12-10,Harestad skole,nei,nei,nei,søndag
2017-12-11,Harestad skole,ja,ja,ja,
2017-12-12,Harestad skole,ja,ja,ja,
2017-12-13,Harestad skole,ja,ja,ja,
2017-12-14,Harestad skole,ja,ja,ja,
2017-12-15,Harestad skole,ja,ja,ja,
2017-12-16,Harestad skole,nei,nei,nei,lørdag
2017-12-17,Harestad skole,nei,nei,nei,søndag
2017-12-18,Harestad skole,ja,ja,ja,
2017-12-19,Harestad skole,ja,ja,ja,
2017-12-20,Harestad skole,ja,ja,ja,
2017-12-21,Harestad skole,ja,ja,ja,Siste skoledag
2017-12-22,Harestad skole,nei,nei,ja,Juleferie
2017-12-23,Harestad skole,nei,nei,nei,lørdag
2017-12-24,Harestad skole,nei,nei,nei,Julaften
2017-12-25,Harestad skole,nei,nei,nei,1. juledag
2017-12-26,Harestad skole,nei,nei,nei,2. juledag
2017-12-27,Harestad skole,nei,nei,ja,Juleferie
2017-12-28,Harestad skole,nei,nei,ja,Juleferie
2017-12-29,Harestad skole,nei,nei,ja,Juleferie
2017-12-30,Harestad skole,nei,nei,nei,lørdag
2017-12-31,Harestad skole,nei,nei,nei,søndag
2018-01-01,Harestad skole,nei,nei,nei,1. nyttårsdag
2018-01-02,Harestad skole,nei,ja,nei,Plandag
2018-01-03,Harestad skole,ja,ja,ja,
2018-01-04,Harestad skole,ja,ja,ja,
2018-01-05,Harestad skole,ja,ja,ja,
2018-01-06,Harestad skole,nei,nei,nei,lørdag
2018-01-07,Harestad skole,nei,nei,nei,søndag
2018-01-08,Harestad skole,ja,ja,ja,
2018-01-09,Harestad skole,ja,ja,ja,
2018-01-10,Harestad skole,ja,ja,ja,
2018-01-11,Harestad skole,ja,ja,ja,
2018-01-12,Harestad skole,ja,ja,ja,
2018-01-13,Harestad skole,nei,nei,nei,lørdag
2018-01-14,Harestad skole,nei,nei,nei,søndag
2018-01-15,Harestad skole,ja,ja,ja,
2018-01-16,Harestad skole,ja,ja,ja,
2018-01-17,Harestad skole,ja,ja,ja,
2018-01-18,Harestad skole,ja,ja,ja,
2018-01-19,Harestad skole,ja,ja,ja,
2018-01-20,Harestad skole,nei,nei,nei,lørdag
2018-01-21,Harestad skole,nei,nei,nei,søndag
2018-01-22,Harestad skole,ja,ja,ja,
2018-01-23,Harestad skole,ja,ja,ja,
2018-01-24,Harestad skole,ja,ja,ja,
2018-01-25,Harestad skole,ja,ja,ja,
2018-01-26,Harestad skole,ja,ja,ja,
2018-01-27,Harestad skole,nei,nei,nei,lørdag
2018-01-28,Harestad skole,nei,nei,nei,søndag
2018-01-29,Harestad skole,ja,ja,ja,
2018-01-30,Harestad skole,ja,ja,ja,
2018-01-31,Harestad skole,ja,ja,ja,
2018-02-01,Harestad skole,ja,ja,ja,
2018-02-02,Harestad skole,ja,ja,ja,
2018-02-03,Harestad skole,nei,nei,nei,lørdag
2018-02-04,Harestad skole,nei,nei,nei,søndag
2018-02-05,Harestad skole,ja,ja,ja,
2018-02-06,Harestad skole,ja,ja,ja,
2018-02-07,Harestad skole,ja,ja,ja,
2018-02-08,Harestad skole,ja,ja,ja,
2018-02-09,Harestad skole,ja,ja,ja,
2018-02-10,Harestad skole,nei,nei,nei,lørdag
2018-02-11,Harestad skole,nei,nei,nei,søndag
2018-02-12,Harestad skole,nei,nei,ja,Vinterferie
2018-02-13,Harestad skole,nei,nei,ja,Vinterferie
2018-02-14,Harestad skole,nei,nei,ja,Vinterferie
2018-02-15,Harestad skole,nei,nei,ja,Vinterferie
2018-02-16,Harestad skole,nei,nei,ja,Vinterferie
2018-02-17,Harestad skole,nei,nei,nei,lørdag
2018-02-18,Harestad skole,nei,nei,nei,søndag
2018-02-19,Harestad skole,ja,ja,ja,
2018-02-20,Harestad skole,ja,ja,ja,
2018-02-21,Harestad skole,ja,ja,ja,
2018-02-22,Harestad skole,ja,ja,ja,
2018-02-23,Harestad skole,ja,ja,ja,
2018-02-24,Harestad skole,nei,nei,nei,lørdag
2018-02-25,Harestad skole,nei,nei,nei,søndag
2018-02-26,Harestad skole,ja,ja,ja,
2018-02-27,Harestad skole,ja,ja,ja,
2018-02-28,Harestad skole,ja,ja,ja,
2018-03-01,Harestad skole,ja,ja,ja,
2018-03-02,Harestad skole,ja,ja,ja,
2018-03-03,Harestad skole,nei,nei,nei,lørdag
2018-03-04,Harestad skole,nei,nei,nei,søndag
2018-03-05,Harestad skole,ja,ja,ja,
2018-03-06,Harestad skole,ja,ja,ja,
2018-03-07,Harestad skole,ja,ja,ja,
2018-03-08,Harestad skole,ja,ja,ja,
2018-03-09,Harestad skole,ja,ja,ja,
2018-03-10,Harestad skole,nei,nei,nei,lørdag
2018-03-11,Harestad skole,nei,nei,nei,søndag
2018-03-12,Harestad skole,ja,ja,ja,
2018-03-13,Harestad skole,ja,ja,ja,
2018-03-14,Harestad skole,ja,ja,ja,
2018-03-15,Harestad skole,ja,ja,ja,
2018-03-16,Harestad skole,ja,ja,ja,
2018-03-17,Harestad skole,nei,nei,nei,lørdag
2018-03-18,Harestad skole,nei,nei,nei,søndag
2018-03-19,Harestad skole,ja,ja,ja,
2018-03-20,Harestad skole,ja,ja,ja,
2018-03-21,Harestad skole,ja,ja,ja,
2018-03-22,Harestad skole,ja,ja,ja,
2018-03-23,Harestad skole,ja,ja,ja,
2018-03-24,Harestad skole,nei,nei,nei,lørdag
2018-03-25,Harestad skole,nei,nei,nei,søndag
2018-03-26,Harestad skole,nei,nei,ja,Påskeferie
2018-03-27,Harestad skole,nei,nei,ja,Påskeferie
2018-03-28,Harestad skole,nei,nei,ja,Påskeferie
2018-03-29,Harestad skole,nei,nei,nei,Skjærtorsdag
2018-03-30,Harestad skole,nei,nei,nei,Langfredag
2018-03-31,Harestad skole,nei,nei,nei,lørdag
2018-04-01,Harestad skole,nei,nei,nei,1. påskedag
2018-04-02,Harestad skole,nei,nei,nei,2. påskedag
2018-04-03,Harestad skole,ja,ja,ja,
2018-04-04,Harestad skole,ja,ja,ja,
2018-04-05,Harestad skole,ja,ja,ja,
2018-04-06,Harestad skole,ja,ja,ja,
2018-04-07,Harestad skole,nei,nei,nei,lørdag
2018-04-08,Harestad skole,nei,nei,nei,søndag
2018-04-09,Harestad skole,ja,ja,ja,
2018-04-10,Harestad skole,ja,ja,ja,
2018-04-11,Harestad skole,ja,ja,ja,
2018-04-12,Harestad skole,ja,ja,ja,
2018-04-13,Harestad skole,ja,ja,ja,
2018-04-14,Harestad skole,nei,nei,nei,lørdag
2018-04-15,Harestad skole,nei,nei,nei,søndag
2018-04-16,Harestad skole,ja,ja,ja,
2018-04-17,Harestad skole,ja,ja,ja,
2018-04-18,Harestad skole,ja,ja,ja,
2018-04-19,Harestad skole,ja,ja,ja,
2018-04-20,Harestad skole,ja,ja,ja,
2018-04-21,Harestad skole,nei,nei,nei,lørdag
2018-04-22,Harestad skole,nei,nei,nei,søndag
2018-04-23,Harestad skole,ja,ja,ja,
2018-04-24,Harestad skole,ja,ja,ja,
2018-04-25,Harestad skole,ja,ja,ja,
2018-04-26,Harestad skole,ja,ja,ja,
2018-04-27,Harestad skole,ja,ja,ja,
2018-04-28,Harestad skole,nei,nei,nei,lørdag
2018-04-29,Harestad skole,nei,nei,nei,søndag
2018-04-30,Harestad skole,ja,ja,ja,
2018-05-01,Harestad skole,nei,nei,nei,Off. høytidsdag
2018-05-02,Harestad skole,ja,ja,ja,
2018-05-03,Harestad skole,ja,ja,ja,
2018-05-04,Harestad skole,ja,ja,ja,
2018-05-05,Harestad skole,nei,nei,nei,lørdag
2018-05-06,Harestad skole,nei,nei,nei,søndag
2018-05-07,Harestad skole,ja,ja,ja,
2018-05-08,Harestad skole,ja,ja,ja,
2018-05-09,Harestad skole,ja,ja,ja,
2018-05-10,Harestad skole,nei,nei,nei,Kr. Himmelfartsdag
2018-05-11,Harestad skole,nei,nei,ja,Fridag
2018-05-12,Harestad skole,nei,nei,nei,lørdag
2018-05-13,Harestad skole,nei,nei,nei,søndag
2018-05-14,Harestad skole,ja,ja,ja,
2018-05-15,Harestad skole,ja,ja,ja,
2018-05-16,Harestad skole,ja,ja,ja,
2018-05-17,Harestad skole,nei,nei,nei,Grunnlovsdag
2018-05-18,Harestad skole,nei,nei,nei,Plandag
2018-05-19,Harestad skole,nei,nei,nei,lørdag
2018-05-20,Harestad skole,nei,nei,nei,søndag
2018-05-21,Harestad skole,nei,nei,nei,2. pinsedag
2018-05-22,Harestad skole,ja,ja,ja,
2018-05-23,Harestad skole,ja,ja,ja,
2018-05-24,Harestad skole,ja,ja,ja,
2018-05-25,Harestad skole,ja,ja,ja,
2018-05-26,Harestad skole,nei,nei,nei,lørdag
2018-05-27,Harestad skole,nei,nei,nei,søndag
2018-05-28,Harestad skole,ja,ja,ja,
2018-05-29,Harestad skole,ja,ja,ja,
2018-05-30,Harestad skole,ja,ja,ja,
2018-05-31,Harestad skole,ja,ja,ja,
2018-06-01,Harestad skole,ja,ja,ja,
2018-06-02,Harestad skole,nei,nei,nei,lørdag
2018-06-03,Harestad skole,nei,nei,nei,søndag
2018-06-04,Harestad skole,ja,ja,ja,
2018-06-05,Harestad skole,ja,ja,ja,
2018-06-06,Harestad skole,ja,ja,ja,
2018-06-07,Harestad skole,ja,ja,ja,
2018-06-08,Harestad skole,ja,ja,ja,
2018-06-09,Harestad skole,nei,nei,nei,lørdag
2018-06-10,Harestad skole,nei,nei,nei,søndag
2018-06-11,Harestad skole,ja,ja,ja,
2018-06-12,Harestad skole,ja,ja,ja,
2018-06-13,Harestad skole,ja,ja,ja,
2018-06-14,Harestad skole,ja,ja,ja,
2018-06-15,Harestad skole,ja,ja,ja,
2018-06-16,Harestad skole,nei,nei,nei,lørdag
2018-06-17,Harestad skole,nei,nei,nei,søndag
2018-06-18,Harestad skole,ja,ja,ja,
2018-06-19,Harestad skole,ja,ja,ja,
2018-06-20,Harestad skole,ja,ja,ja,
2018-06-21,Harestad skole,ja,ja,ja,
2018-06-22,Harestad skole,ja,ja,ja,Siste skoledag
2018-06-23,Harestad skole,nei,nei,nei,lørdag
2018-06-24,Harestad skole,nei,nei,nei,søndag
2018-06-25,Harestad skole,nei,nei,ja,Sommerferie
2018-06-26,Harestad skole,nei,nei,ja,Sommerferie
2018-06-27,Harestad skole,nei,nei,ja,Sommerferie
2018-06-28,Harestad skole,nei,nei,ja,Sommerferie
2018-06-29,Harestad skole,nei ,nei,ja,Sommerferie
2018-06-30,Harestad skole,nei,nei,nei,lørdag
2018-07-01,Harestad skole,nei,nei,nei,søndag
2018-07-02,Harestad skole,nei,nei,nei,Sommerferie
2018-07-03,Harestad skole,nei,nei,nei,Sommerferie
2018-07-04,Harestad skole,nei,nei,nei,Sommerferie
2018-07-05,Harestad skole,nei,nei,nei,Sommerferie
2018-07-06,Harestad skole,nei,nei,nei,Sommerferie
2018-07-07,Harestad skole,nei,nei,nei,lørdag
2018-07-08,Harestad skole,nei,nei,nei,søndag
2018-07-09,Harestad skole,nei,nei,nei,Sommerferie
2018-07-10,Harestad skole,nei,nei,nei,Sommerferie
2018-07-11,Harestad skole,nei,nei,nei,Sommerferie
2018-07-12,Harestad skole,nei,nei,nei,Sommerferie
2018-07-13,Harestad skole,nei,nei,nei,Sommerferie
2018-07-14,Harestad skole,nei,nei,nei,lørdag
2018-07-15,Harestad skole,nei,nei,nei,søndag
2018-07-16,Harestad skole,nei,nei,nei,Sommerferie
2018-07-17,Harestad skole,nei,nei,nei,Sommerferie
2018-07-18,Harestad skole,nei,nei,nei,Sommerferie
2018-07-19,Harestad skole,nei,nei,nei,Sommerferie
2018-07-20,Harestad skole,nei,nei,nei,Sommerferie
2018-07-21,Harestad skole,nei,nei,nei,lørdag
2018-07-22,Harestad skole,nei,nei,nei,søndag
2018-07-23,Harestad skole,nei,nei,nei,Sommerferie
2018-07-24,Harestad skole,nei,nei,nei,Sommerferie
2018-07-25,Harestad skole,nei,nei,nei,Sommerferie
2018-07-26,Harestad skole,nei,nei,nei,Sommerferie
2018-07-27,Harestad skole,nei,nei,nei,Sommerferie
2018-07-28,Harestad skole,nei,nei,nei,lørdag
2018-07-29,Harestad skole,nei,nei,nei,søndag
2018-07-30,Harestad skole,nei,nei,nei,Sommerferie
2018-07-31,Harestad skole,nei,nei,nei,Sommerferie
2017-08-01,Grødem skole,nei,nei,ja,SFO oppstart
2017-08-02,Grødem skole,nei,nei,ja,
2017-08-03,Grødem skole,nei,nei,ja,
2017-08-04,Grødem skole,nei,nei,ja,
2017-08-05,Grødem skole,nei,nei,nei,lørdag
2017-08-06,Grødem skole,nei,nei,nei,søndag
2017-08-07,Grødem skole,nei,nei,ja,
2017-08-08,Grødem skole,nei,nei,ja,
2017-08-09,Grødem skole,nei,nei,ja,
2017-08-10,Grødem skole,nei,nei,nei,
2017-08-11,Grødem skole,nei,nei,nei,
2017-08-12,Grødem skole,nei,nei,nei,lørdag
2017-08-13,Grødem skole,nei,nei,nei,søndag
2017-08-14,Grødem skole,nei,ja,ja,Plandag
2017-08-15,Grødem skole,nei,ja,nei,Plandag
2017-08-16,Grødem skole,nei,ja,nei,Plandag
2017-08-17,Grødem skole,ja,ja,ja,Skolestart
2017-08-18,Grødem skole,ja,ja,ja,
2017-08-19,Grødem skole,nei,nei,nei,lørdag
2017-08-20,Grødem skole,nei,nei,nei,søndag
2017-08-21,Grødem skole,ja,ja,ja,
2017-08-22,Grødem skole,ja,ja,ja,
2017-08-23,Grødem skole,ja,ja,ja,
2017-08-24,Grødem skole,ja,ja,ja,
2017-08-25,Grødem skole,ja,ja,ja,
2017-08-26,Grødem skole,nei,nei,nei,lørdag
2017-08-27,Grødem skole,nei,nei,nei,søndag
2017-08-28,Grødem skole,ja,ja,ja,
2017-08-29,Grødem skole,ja,ja,ja,
2017-08-30,Grødem skole,ja,ja,ja,
2017-08-31,Grødem skole,ja,ja,ja,
2017-09-01,Grødem skole,ja,ja,ja,
2017-09-02,Grødem skole,nei,nei,nei,lørdag
2017-09-03,Grødem skole,nei,nei,nei,søndag
2017-09-04,Grødem skole,ja,ja,ja,
2017-09-05,Grødem skole,ja,ja,ja,
2017-09-06,Grødem skole,ja,ja,ja,
2017-09-07,Grødem skole,ja,ja,ja,
2017-09-08,Grødem skole,ja,ja,ja,
2017-09-09,Grødem skole,nei,nei,nei,lørdag
2017-09-10,Grødem skole,nei,nei,nei,søndag
2017-09-11,Grødem skole,ja,ja,ja,
2017-09-12,Grødem skole,ja,ja,ja,
2017-09-13,Grødem skole,ja,ja,ja,
2017-09-14,Grødem skole,ja,ja,ja,
2017-09-15,Grødem skole,ja,ja,ja,
2017-09-16,Grødem skole,nei,nei,nei,lørdag
2017-09-17,Grødem skole,nei,nei,nei,søndag
2017-09-18,Grødem skole,ja,ja,ja,
2017-09-19,Grødem skole,ja,ja,ja,
2017-09-20,Grødem skole,ja,ja,ja,
2017-09-21,Grødem skole,ja,ja,ja,
2017-09-22,Grødem skole,ja,ja,ja,
2017-09-23,Grødem skole,nei,nei,nei,lørdag
2017-09-24,Grødem skole,nei,nei,nei,søndag
2017-09-25,Grødem skole,ja,ja,ja,
2017-09-26,Grødem skole,ja,ja,ja,
2017-09-27,Grødem skole,ja,ja,ja,
2017-09-28,Grødem skole,ja,ja,ja,
2017-09-29,Grødem skole,ja,ja,ja,
2017-09-30,Grødem skole,nei,nei,nei,lørdag
2017-10-01,Grødem skole,nei,nei,nei,søndag
2017-10-02,Grødem skole,ja,ja,ja,
2017-10-03,Grødem skole,ja,ja,ja,
2017-10-04,Grødem skole,ja,ja,ja,
2017-10-05,Grødem skole,ja,ja,ja,
2017-10-06,Grødem skole,ja,ja,ja,
2017-10-07,Grødem skole,nei,nei,nei,lørdag
2017-10-08,Grødem skole,nei,nei,nei,søndag
2017-10-09,Grødem skole,nei,nei,ja,Høstferie
2017-10-10,Grødem skole,nei,nei,ja,Høstferie
2017-10-11,Grødem skole,nei,nei,ja,Høstferie
2017-10-12,Grødem skole,nei,nei,ja,Høstferie
2017-10-13,Grødem skole,nei,nei,ja,Høstferie
2017-10-14,Grødem skole,nei,nei,nei,lørdag
2017-10-15,Grødem skole,nei,nei,nei,søndag
2017-10-16,Grødem skole,ja,ja,ja,
2017-10-17,Grødem skole,ja,ja,ja,
2017-10-18,Grødem skole,ja,ja,ja,
2017-10-19,Grødem skole,ja,ja,ja,
2017-10-20,Grødem skole,ja,ja,ja,
2017-10-21,Grødem skole,nei,nei,nei,lørdag
2017-10-22,Grødem skole,nei,nei,nei,søndag
2017-10-23,Grødem skole,ja,ja,ja,
2017-10-24,Grødem skole,ja,ja,ja,
2017-10-25,Grødem skole,ja,ja,ja,
2017-10-26,Grødem skole,ja,ja,ja,
2017-10-27,Grødem skole,ja,ja,ja,
2017-10-28,Grødem skole,nei,nei,nei,lørdag
2017-10-29,Grødem skole,nei,nei,nei,søndag
2017-10-30,Grødem skole,ja,ja,ja,
2017-10-31,Grødem skole,ja,ja,ja,
2017-11-01,Grødem skole,ja,ja,ja,
2017-11-02,Grødem skole,ja,ja,ja,
2017-11-03,Grødem skole,ja,ja,ja,
2017-11-04,Grødem skole,nei,nei,nei,lørdag
2017-11-05,Grødem skole,nei,nei,nei,søndag
2017-11-06,Grødem skole,ja,ja,ja,
2017-11-07,Grødem skole,ja,ja,ja,
2017-11-08,Grødem skole,ja,ja,ja,
2017-11-09,Grødem skole,ja,ja,ja,
2017-11-10,Grødem skole,ja,ja,ja,
2017-11-11,Grødem skole,nei,nei,nei,lørdag
2017-11-12,Grødem skole,nei,nei,nei,søndag
2017-11-13,Grødem skole,ja,ja,ja,
2017-11-14,Grødem skole,ja,ja,ja,
2017-11-15,Grødem skole,ja,ja,ja,
2017-11-16,Grødem skole,ja,ja,ja,
